instant,valeur,rupture_simulee
193,11.263520514376275,0
194,11.202438657419867,0
195,11.513719442390448,0
196,11.9607422056369,0
197,11.944158963148691,0
198,12.05561926715296,0
199,11.9958120417451,0
200,11.948818706697292,0
201,11.909914426862919,0
202,11.44981685834972,0
203,11.225425908140432,0
204,10.490445349718083,0
205,10.459254070370527,0
206,10.031047789946124,0
207,9.709424109351248,0
208,9.557325638913388,0
209,9.511898191634446,0
210,9.657385381353402,0
211,9.367057800078635,0
212,9.701643217841863,0
213,9.831620653414749,0
214,10.124381366335752,0
215,10.636975504455723,0
216,10.902688480423315,0
217,11.357444805265306,0
218,11.445053270426964,0
219,11.630400755915256,0
220,11.90460370184538,0
221,12.100702995214462,0
222,12.130873550929026,0
223,11.892691520742627,0
224,11.933816653677729,0
225,11.742162744754664,0
226,11.810116615356486,0
227,11.393830562232203,0
228,10.640746090403395,0
229,10.381616426392535,0
230,9.883704448456376,0
231,9.736997844837585,0
232,9.657576820727149,0
233,9.652089433468694,0
234,9.308033345081952,0
235,9.353702534043443,0
236,9.24940164384488,0
237,9.743174126981879,0
238,9.866637838221061,0
239,10.24902677857103,0
240,10.522024378921873,0
241,10.964282185223288,0
242,11.016477151043063,0
243,11.317293653515932,0
244,12.051122161488374,0
245,11.656117805025692,0
246,11.716490536814332,0
247,12.099605246289151,0
248,12.117210006776304,0
249,11.286289611660045,0
250,11.124654693916368,0
251,10.904654568984878,0
252,10.763304646660837,0
253,10.006550201891963,0
254,9.791316285674108,0
255,9.662576030425427,0
256,9.391764979779756,0
257,9.127508372274528,0
258,9.106918181740067,0
259,8.952534436527703,0
260,9.240538843719667,0
261,9.430691436174072,0
262,9.762689073697382,0
263,9.946279348815969,0
264,10.425177282734753,0
265,10.831464679997024,0
266,11.005314399150262,0
267,11.29318944619626,0
268,11.444478303830998,0
269,11.556188158910098,0
270,11.482370374225079,0
271,11.58426274891554,0
272,11.383170940049379,0
273,11.496371349407486,0
274,11.14078248663935,0
275,10.641153052258572,0
276,10.124808825558581,0
277,9.72883440866254,0
278,9.754175933236937,0
279,9.339483888538254,0
280,9.159778324075198,0
281,8.69096237037624,0
282,9.042728225072759,0
283,9.011834574208375,0
284,8.90325287296038,0
285,9.20247913121665,0
286,9.579328458339013,0
287,9.859034930604537,0
288,10.142203157256734,0
289,10.505914929130055,0
290,10.796671062778916,0
291,11.12663830840058,0
292,11.531675301996264,0
293,11.056984526120734,0
294,11.452472460323547,0
295,11.472460155466296,0
296,11.363350604500367,0
297,11.059966744387017,0
298,10.586959402138165,0
299,10.59063749189709,0
300,10.469131367251897,0
301,9.649085700113682,0
302,9.701345079740284,0
303,9.25992906886571,0
304,9.100618823748226,0
305,8.829736746870628,0
306,8.901444026985649,0
307,9.199656957627212,0
308,9.231155099864608,0
309,9.61991824557766,0
310,9.816116273620256,0
311,10.029559131299486,0
312,10.572857585937943,0
313,10.725125043185837,0
314,11.108977477787619,0
315,11.221910460037689,0
316,11.49574580219028,0
317,11.524175036169499,0
318,11.835041669445735,0
319,11.47942995647916,0
320,11.657857553056969,0
321,11.319828326310606,0
322,11.26968706402011,0
323,10.908187655633744,0
324,10.747543428000006,0
325,10.26319463530964,0
326,9.62005755190546,0
327,9.592606583740688,0
328,9.236463826426656,0
329,9.221026831428263,0
330,9.497675891408981,0
331,9.427561854593698,0
332,9.37371050432295,0
333,9.549917789050104,0
334,9.993025276496878,0
335,10.136094741249007,0
336,10.571328958390508,0
337,11.072222657076482,0
338,11.529188842850575,0
339,11.733338826817496,0
340,11.521756505100527,0
341,12.057723226395487,0
342,12.083813409567414,0
343,12.107314735022701,0
344,12.174166546931817,0
345,11.431864698803864,0
346,11.399470895967895,0
347,11.27905751678017,0
348,10.63231433572895,0
349,10.769835049883982,0
350,10.305253491905109,0
351,10.122561612940135,0
352,9.717853449077415,0
353,9.809889053548543,0
354,9.81766665414185,0
355,9.750143093356032,0
356,9.893396204093401,0
357,10.118155382824359,0
358,10.229718959021023,0
359,10.662594628588844,0
360,11.009854213119365,0
361,11.43781295019295,0
362,11.854469146762932,0
363,11.825148082937062,0
364,12.181491831885607,0
365,12.56156806372648,0
366,12.280849312839084,0
367,12.232990973930228,0
368,12.26452845315214,0
369,12.161449926238658,0
370,11.773943030648566,0
371,11.664179177714454,0
372,11.262490262257717,0
373,10.928834840693547,0
374,10.576649805688653,0
375,10.577394033466707,0
376,9.994274240622795,0
377,9.597488363929594,0
378,10.096638154227572,0
379,9.833361793096044,0
380,10.049230560604158,0
381,10.43667867114385,0
382,10.269193399331204,0
383,10.634814748544102,0
384,10.917779474304897,0
385,11.373714645645096,0
386,11.870174613217005,0
387,12.149420324087782,0
388,12.315623651276727,0
389,12.188413593939924,0
390,12.093872031666072,0
391,12.39950276938619,0
392,12.1854767813878,0
393,12.112836360991315,0
394,11.87378855365961,0
395,11.469040085348759,0
396,11.21875255579359,0
397,10.795105636742173,0
398,10.518730454572147,0
399,10.055902907501629,0
400,9.919294358113875,0
401,9.836727804834007,0
402,9.876475192056105,0
403,9.728763324219923,0
404,9.985670086665493,0
405,10.06369819627631,0
406,10.344368674900778,0
407,10.788870548979569,0
408,10.690594439988887,0
409,11.119950719149955,0
410,11.393808600130127,0
411,11.523308022347331,0
412,11.965995428660852,0
413,12.29764627717596,0
414,12.17427576362514,0
415,12.189736729332235,0
416,12.18083255589686,0
417,11.997177525823995,0
418,11.505521347225645,0
419,11.39245911977922,0
420,10.853818998765107,0
421,10.36496903008209,0
422,10.074947909735625,0
423,9.659894917131423,0
424,9.529329990549714,0
425,9.466229279747884,0
426,9.583529379324265,0
427,9.752884282458101,0
428,9.404937678009306,0
429,9.865573679914409,0
430,9.907781999379804,0
431,10.43678299490831,0
432,10.670783506749814,0
433,10.740921433446928,0
434,11.457244548735256,0
435,11.48567587801506,0
436,11.692419965938281,0
437,11.731712638252935,0
438,11.828461587753374,0
439,11.936972175768778,0
440,11.70537727867094,0
441,11.567695403410276,0
442,11.2950675293574,0
443,11.117375317704331,0
444,10.523849484383133,0
445,10.010167456933203,0
446,10.071587852759398,0
447,9.586348278951602,0
448,9.590945680253068,0
449,9.346156835399738,0
450,9.219941823308531,0
451,9.331987907583166,0
452,9.69846935964149,0
453,9.92075493169221,0
454,9.886178047955443,0
455,10.21119349984865,0
456,10.683464858747213,0
457,10.730589014424854,0
458,11.220428225402678,0
459,11.435874504392135,0
460,11.694037737765939,0
461,11.652977971368015,0
462,11.585564876003655,0
463,11.47103577686174,0
464,11.487343889098858,0
465,11.38295263884432,0
466,11.142488931512633,0
467,11.16802284370441,0
468,10.711927840613376,0
469,10.07085124339987,0
470,9.959927145553193,0
471,9.58414611688159,0
472,9.403162899916534,0
473,9.351470370888526,0
474,9.38048812038534,0
475,9.289761495839763,0
476,9.639334543476602,0
477,9.524780770844814,0
478,9.976455349627933,0
479,10.68934718844943,0
480,10.680729368406556,0
481,11.210258245366008,0
482,11.33450727799405,0
483,11.689512667367353,0
484,11.8132464506525,0
485,11.939227472489907,0
486,11.905681719747694,0
487,12.056720703790024,0
488,11.74877442331646,0
489,11.784263770383403,0
490,11.592793050666893,0
491,11.18653701840963,0
492,10.767509194319642,0
493,10.55767326853514,0
494,10.145562631921477,0
495,10.078981628495184,0
496,9.473553992683605,0
497,9.584427702565407,0
498,9.308369827148873,0
499,9.44367265842496,0
500,10.019129403081843,0
501,10.172253141311923,0
502,10.216185927572727,0
503,10.42920324525005,0
504,10.563320674323753,0
505,11.27989691015389,0
506,12.05495428927167,0
507,12.04325724670338,0
508,12.11751408848282,0
509,12.417830248465997,0
510,12.174864620633361,0
511,12.336632687812159,0
512,12.282656715636504,0
513,12.064435342551425,0
514,11.942757328000068,0
515,11.578118352296567,0
516,11.305802398363232,0
517,10.781186850341335,0
518,10.720672311261604,0
519,10.575914557207232,0
520,9.993972570357966,0
521,9.890670151696426,0
522,10.193763571191527,0
523,10.0225097923312,0
524,10.404809278998583,0
525,10.347223540148264,0
526,10.913477585172526,0
527,11.040446803145723,0
528,11.407466916485628,0
529,11.951011573790415,0
530,11.98622993810977,0
531,12.178760180845062,0
532,12.468958555229284,0
533,12.743199824174102,0
534,12.493523686333889,0
535,12.787949111921444,0
536,12.489366826734795,0
537,12.542964046775893,0
538,11.749090076579407,0
539,11.682850222883292,0
540,11.217000942187616,0
541,11.014627410705438,0
542,10.866682215656407,0
543,10.537362074597326,0
544,10.323041858610496,0
545,10.210138977032567,0
546,10.222508236092992,0
547,10.086736301448104,0
548,10.475075940087565,0
549,10.675645963972599,0
550,10.903288021138463,0
551,11.242041847072702,0
552,11.538433864994012,0
553,12.134096084558557,0
554,12.127164996656585,0
555,12.360729664915684,0
556,12.497153387323841,0
557,12.581489075937105,0
558,12.589716779020808,0
559,12.594030134592998,0
560,12.581641129185737,0
561,12.430072764508475,0
562,12.112166818509237,0
563,11.669473578925492,0
564,11.575760277590236,0
565,11.207635831470066,0
566,10.751273502618634,0
567,10.3996664752324,0
568,10.36450025831306,0
569,10.171407428458378,0
570,9.872176831831236,0
571,10.113627461655947,0
572,10.282800370116828,0
573,10.304619797090458,0
574,10.726476508925622,0
575,10.782219319887261,0
576,11.525981410648843,0
577,11.837614066120091,0
578,11.914258809601096,0
579,12.263868591000431,0
580,12.042246799814151,0
581,12.347779043176999,0
582,12.508941535559707,0
583,12.335248263826927,0
584,12.460609403784854,0
585,12.433619085596046,0
586,11.675399829520183,0
587,11.399801725731024,0
588,11.211317255246474,0
589,11.068246185931146,0
590,10.316751815684444,0
591,10.255330812362226,0
592,10.271744896231732,0
593,9.608167910732156,0
594,9.606831245390598,0
595,9.767227816814074,0
596,9.870176643387554,0
597,10.264539752838445,0
598,10.436112548226548,0
599,10.435334122692497,0
600,11.103758064788101,0
601,11.264926474220717,0
602,11.845167082541176,0
603,11.818287854470837,0
604,12.013012709228972,0
605,12.309345241567065,0
606,12.37704305160705,0
607,12.27600351425497,0
608,11.81692433220369,0
609,11.935101269057139,0
610,11.421633043516909,0
611,11.290567486113357,0
612,10.697707241702942,0
613,10.634644451591516,0
614,10.126514654627488,0
615,9.779676307227108,0
616,9.866829834038816,0
617,9.660896946673887,0
618,9.483515932630096,0
619,9.833348350829379,0
620,9.675719612387088,0
621,9.950024003429792,0
622,10.252107894837323,0
623,10.430215020731803,0
624,10.928699279137232,0
625,11.113420317265238,0
626,11.444721921177516,0
627,11.980150327555721,0
628,11.826863598170425,0
629,11.752066242621003,0
630,12.401640549251784,0
631,12.500382485151487,0
632,11.930161116229904,0
633,11.497228225492186,0
634,11.47589507308055,0
635,11.170504726863875,0
636,10.853540258973936,0
637,10.384156704562848,0
638,10.33070504905703,0
639,10.059883958627061,0
640,9.557656632649648,0
641,9.76455103323045,0
642,9.931515200130915,0
643,9.702444318287926,0
644,9.765158039256166,0
645,10.010771022605034,0
646,10.403793005318883,0
647,10.376095388633981,0
648,11.007926012459365,0
649,11.272706476955667,0
650,11.933953003211448,0
651,11.912270192997132,0
652,12.407947071479327,0
653,12.135227504997241,0
654,12.446692954276926,0
655,12.376085539515074,0
656,12.082147914514623,0
657,12.047035402131913,0
658,11.947877825524756,0
659,11.41898855168107,0
660,10.892652106977541,0
661,10.822944007667193,0
662,10.392500126034573,0
663,10.223298418875864,0
664,10.072026739863094,0
665,9.71492097538088,0
666,9.700642875519371,0
667,10.076241808287866,0
668,10.072142264184317,0
669,9.989263742743077,0
670,10.777834568056624,0
671,11.031434226947308,0
672,11.236918776394518,0
673,11.499896704685073,0
674,12.1532632218817,0
675,12.366427199367918,0
676,12.894840273792852,0
677,12.747096506849685,0
678,12.803163844771827,0
679,12.692192002700514,0
680,12.726251474764249,0
681,12.507113220511815,0
682,12.347895161031376,0
683,11.784223130565579,0
684,11.476242374705452,0
685,11.148577217039163,0
686,11.040620258176851,0
687,10.892330181108125,0
688,10.406668924333289,0
689,10.296108440884659,0
690,10.376507504323964,0
691,10.35034716533352,0
692,10.673044118159577,0
693,10.411837303339226,0
694,10.907214991694408,0
695,11.239361480530679,0
696,11.356679191129253,0
697,11.907758103884634,0
698,12.239222092349497,0
699,12.625762797055998,0
700,13.03918807018257,0
701,12.974590633899034,0
702,12.909765489120296,0
703,13.019785295341759,0
704,13.063558567593663,0
705,12.560398325248629,0
706,12.307642889726237,0
707,12.220617433040061,0
708,11.772740747513087,0
709,11.571684534266462,0
710,11.16348531172078,0
711,11.005495615628233,0
712,10.541786776846607,0
713,10.56820401012133,0
714,10.496396497845527,0
715,10.391633069123959,0
716,10.4705268017724,0
717,11.015108423705966,0
718,11.128889473157345,0
719,11.341219788412939,0
720,11.815544324334239,0
721,12.334037917751283,0
722,12.13411844550863,0
723,12.518296344180362,0
724,12.807749558093153,0
725,13.291505306531826,0
726,13.154775594598863,0
727,13.178447317646814,0
728,12.757219048564616,0
729,12.547998113943274,0
730,12.507667567234797,0
731,12.129045020180277,0
732,11.859043415816837,0
733,11.404573281985666,0
734,11.152942307700108,0
735,10.857321759667881,0
736,10.734901178551354,0
737,10.600262632627127,0
738,10.182415121584727,0
739,10.122734216752486,0
740,10.729756807953391,0
741,10.953732779052928,0
742,10.880906547072994,0
743,11.057467381694075,0
744,11.676408718798086,0
745,12.126047302313745,0
746,12.557775588111708,0
747,12.62279507613978,0
748,12.68397759019629,0
749,12.723261598979066,0
750,12.890726067333125,0
751,12.78717851145817,0
752,12.53718974553092,0
753,12.777337953613324,0
754,12.455667297745405,0
755,12.031828538877166,0
756,11.373872440328627,0
757,11.290831662300805,0
758,10.932051923990127,0
759,10.620357237646774,0
760,10.52199985866632,0
761,10.287237454388242,0
762,10.245993761863126,0
763,10.262304750289037,0
764,10.335383616516173,0
765,10.211107890218289,0
766,10.748406751864998,0
767,10.954149637811474,0
768,11.170470360706963,0
769,11.939829800219142,0
770,12.249349301132865,0
771,12.45230907498071,0
772,12.482787014222703,0
773,12.766769268089279,0
774,12.60041205634678,0
775,12.575208201199208,0
776,12.24174322424212,0
777,12.249944798742733,0
778,11.921837140531741,0
779,11.395878251849924,0
780,11.239587840240324,0
781,10.89173669488151,0
782,10.8531386652703,0
783,10.442203504043206,0
784,10.097473629430182,0
785,9.997968364892532,0
786,9.91824430955466,0
787,9.921234425756884,0
788,9.915453396014284,0
789,10.258550070693104,0
790,10.435856139187647,0
791,10.671617580012613,0
792,11.270712107309398,0
793,11.588127868329957,0
794,11.574461542804725,0
795,12.093351235960915,0
796,12.468306713932291,0
797,12.608866853094874,0
798,12.649875526432787,0
799,12.459820273295659,0
800,12.200194706851917,0
801,11.961199107481514,0
802,11.910158405222532,0
803,11.606330174494726,0
804,11.411128501868047,0
805,11.052161858402412,0
806,10.559936579205894,0
807,10.130576970505,0
808,10.069951486070917,0
809,10.028256202697806,0
810,9.929299966030621,0
811,9.925966152210716,0
812,10.18968953581194,0
813,10.292477843554563,0
814,10.553294577714814,0
815,11.01841405460557,0
816,11.25896851999338,0
817,11.70389172772183,0
818,12.033759854695882,0
819,12.103481752904159,0
820,12.421577761231578,0
821,12.852455150651995,0
822,12.520292152346364,0
823,12.346677332600816,0
824,12.26922822870795,0
825,12.36079247692288,0
826,12.106637591704898,0
827,11.785915679010301,0
828,11.664574978692293,0
829,10.76065326667338,0
830,10.923253671418083,0
831,10.844865289945965,0
832,10.251097790582111,0
833,10.249797831014716,0
834,10.16605783883318,0
835,10.205779876047405,0
836,10.437610767856308,0
837,10.924098186568827,0
838,11.271715963888553,0
839,11.27618787990014,0
840,11.965759032109686,0
841,12.038757707891492,0
842,12.626945691439701,0
843,12.63602980853582,0
844,12.893108605297156,0
845,13.074889387937377,0
846,13.557836425487656,0
847,13.180924028443508,0
848,12.833645415191416,0
849,12.894700120865979,0
850,12.441861529183921,0
851,12.124959040926,0
852,12.013843699630838,0
853,11.561105530841642,0
854,11.29978638717675,0
855,11.005671798343418,0
856,10.861982467296507,0
857,10.759569384669039,0
858,10.37485088083768,0
859,10.82319729062689,0
860,10.718933157214042,0
861,10.869259026598163,0
862,11.35845906215313,0
863,11.705321081122047,0
864,11.936706668301358,0
865,12.512958649190141,0
866,12.511169234770769,0
867,12.93088693291793,0
868,13.120512066193577,0
869,13.340361641026732,0
870,13.442217189858054,0
871,13.21314453408025,0
872,13.350824925995902,0
873,13.052242502916053,0
874,12.496437184317678,0
875,12.179046373089385,0
876,12.140123270933323,0
877,11.777416732992098,0
878,11.486019313453859,0
879,11.232048699935271,0
880,11.066882469879218,0
881,11.048164149216818,0
882,10.697334264862365,0
883,10.734220968804447,0
884,10.87704991526959,0
885,11.291583568490092,0
886,11.704274437286996,0
887,11.765860914924135,0
888,11.79071618824878,0
889,12.245236159757322,0
890,12.687273613895037,0
891,12.995132814541572,0
892,13.220924230289247,0
893,13.41411564497091,0
894,13.401625597537603,0
895,13.556750673159142,0
896,13.162840590581352,0
897,12.922580801312503,0
898,12.848326840504468,0
899,12.225957560051018,0
900,12.17118634878523,0
901,11.784106908183885,0
902,11.4251043752442,0
903,11.407845313004513,0
904,10.860904953394394,0
905,11.124256115914083,0
906,10.727581203359277,0
907,10.604272033308076,0
908,10.925982935454885,0
909,10.950137235015813,0
910,11.257236622827962,0
911,11.731997687678268,0
912,12.080890808944512,0
913,12.229096413323052,0
914,12.772247181503511,0
915,13.054976604027727,0
916,13.291180358168615,0
917,13.272643203285654,0
918,13.429522680395383,0
919,12.885948452844854,0
920,12.977763949095959,0
921,12.675973817535326,0
922,12.541775916603704,0
923,12.111703853464315,0
924,11.823076323707548,0
925,11.780904995686797,0
926,11.146649993102395,0
927,10.95204424159473,0
928,10.635709669121125,0
929,10.539288776152578,0
930,10.471894128482884,0
931,10.570017417679175,0
932,10.795061035647949,0
933,11.061758659315908,0
934,11.11830660253978,0
935,11.462010464544171,0
936,11.525816827975122,0
937,12.010375795961702,0
938,12.467043419732507,0
939,12.71432128069896,0
940,12.812246461613572,0
941,13.033134593881572,0
942,13.008219085605578,0
943,13.060834548403442,0
944,12.785167803354971,0
945,12.473041355732262,0
946,12.299155439808008,0
947,11.487686912997189,0
948,11.640700267470583,0
949,10.692434205677861,0
950,10.660984979162802,0
951,10.711836794907326,0
952,10.503386214156489,0
953,10.122285951401373,0
954,10.14079714655719,0
955,10.493252671768333,0
956,10.341212955886638,0
957,10.95364589919458,0
958,10.883482899709094,0
959,11.256370337383263,0
960,11.77255999490201,0
961,11.885092236768973,0
962,12.028116072406304,0
963,12.43129481383106,0
964,12.649609895618783,0
965,12.581272044430197,0
966,12.793625189298877,0
967,12.678654478160826,0
968,12.801605169625413,0
969,12.46494571271302,0
970,12.152048307137823,0
971,11.869510879746576,0
972,11.587497137888183,0
973,11.315687040804578,0
974,10.76581404338517,0
975,10.496969707440943,0
976,10.619519357932937,0
977,10.269820992645514,0
978,10.083086138949499,0
979,10.415222174829827,0
980,10.557262284471353,0
981,10.474464216177667,0
982,11.017926747593153,0
983,11.418033593324333,0
984,11.711425374768687,0
985,12.098073291939274,0
986,12.11813888655444,0
987,12.660052126317318,0
988,12.784370965890837,0
989,12.900370085855826,0
990,13.161187420669467,0
991,13.222066676547533,0
992,13.153660509884388,0
993,12.889647165662275,0
994,12.421539872755474,0
995,12.192465331777997,0
996,11.933469935120666,0
997,11.515755124033715,0
998,11.219478218440203,0
999,11.07021252945686,0
1000,10.74737250841198,0
1001,10.533375767327152,0
1002,10.552820666542093,0
1003,10.771018339619092,0
1004,10.82299906228977,0
1005,11.097006890546396,0
1006,11.432619848895746,0
1007,11.606352544221542,0
1008,12.129437224544477,0
1009,12.426247626862583,0
1010,12.514670074397806,0
1011,13.202370324661745,0
1012,13.134338219826692,0
1013,13.107803915563174,0
1014,13.26025181714458,0
1015,13.236074418115047,0
1016,13.283561092482751,0
1017,13.044272864492672,0
1018,12.781611614600495,0
1019,12.627376863183565,0
1020,13.264534799825938,1
1021,12.939849873272589,1
1022,12.655474268599354,1
1023,12.43199421526394,1
1024,11.83130199703908,1
1025,11.977158762213952,1
1026,11.674364411070071,1
1027,12.064620379355127,1
1028,12.201541124354948,1
1029,12.578433738150517,1
1030,12.881365907640122,1
1031,13.059140187862726,1
1032,13.301678431377654,1
1033,13.797078037421791,1
1034,13.96930786412775,1
1035,14.32771959751733,1
1036,14.692163633977634,1
1037,14.599684029679228,1
1038,14.857239343047343,1
1039,14.801938681827629,1
1040,14.434963751807832,1
1041,14.524876266898467,1
1042,14.22101407412017,1
1043,13.82412397225485,1
1044,13.36362264616862,1
1045,13.017680927873728,1
1046,12.75688294395461,1
1047,12.653635237908581,1
1048,12.225704718842486,1
1049,12.307643545032544,1
1050,12.01373667066824,1
1051,12.215406420073736,1
1052,12.39349565713879,1
1053,12.951015590173615,1
1054,12.646934982161998,1
1055,13.387364015633498,1
1056,13.524447526970844,1
1057,13.898510876851262,1
1058,14.165981309322662,1
1059,14.48150117039513,1
1060,14.595129758723148,1
1061,14.962436003742399,1
1062,14.715916875527261,1
1063,14.905184917404512,1
1064,14.503588118401613,1
1065,14.378890718273649,1
1066,13.951701126882877,1
1067,13.860557428592074,1
1068,13.665501486526184,1
1069,13.093120503651829,1
1070,12.753687893926317,1
1071,12.338411352471942,1
1072,12.255842172155761,1
1073,11.912292251377234,1
1074,11.960464222735668,1
1075,12.165842406969988,1
1076,12.449346977966863,1
1077,12.868955644248024,1
1078,12.618012237239343,1
1079,13.22373771617275,1
1080,13.370116367707267,1
1081,13.635734421349223,1
1082,14.025025577505495,1
1083,14.22663791287654,1
1084,14.428294453525949,1
1085,14.46798121779279,1
1086,14.3512919246127,1
1087,14.272524436662643,1
1088,14.45943666388242,1
1089,14.100519592470965,1
1090,13.770478702486182,1
1091,13.534697080352311,1
1092,13.303239837937365,1
1093,12.861633355110161,1
1094,12.409699722069286,1
1095,12.40991933736355,1
1096,12.24342789405699,1
1097,11.938115281257483,1
1098,11.953041153119086,1
1099,12.025062807305268,1
1100,12.125779802776542,1
1101,12.242764436242323,1
1102,12.497615647314628,1
1103,12.78752751764083,1
1104,12.869845853170888,1
1105,13.464665780852972,1
1106,13.458627904331008,1
1107,13.80123606666762,1
1108,14.312039761865543,1
1109,14.362208524350505,1
1110,14.493713822709386,1
1111,14.176037452111451,1
1112,13.904926603619897,1
1113,13.826330523507346,1
1114,13.600083945854152,1
1115,13.275124376826083,1
1116,13.089319478826342,1
1117,12.521505565709573,1
1118,12.308309661044062,1
1119,11.831777432350993,1
1120,11.835304405273028,1
1121,11.633116550950213,1
1122,11.471140452096353,1
1123,11.588297119149981,1
1124,11.72219111364525,1
1125,11.912684582933561,1
1126,12.48547206402569,1
1127,12.516398010504917,1
1128,12.829444418600609,1
1129,12.886820525698463,1
1130,13.380336566712995,1
1131,13.744292917916743,1
1132,13.888073604620795,1
1133,14.3292394312671,1
1134,14.143259333690569,1
1135,14.319249929658183,1
1136,14.008207201154839,1
1137,13.801338107048476,1
1138,13.517148202353091,1
1139,13.222007607083192,1
1140,13.147848085584751,1
1141,12.211223301838404,1
1142,11.951539016019787,1
1143,11.9077322276757,1
1144,11.791996657913199,1
1145,11.771187187190826,1
1146,11.702575532543152,1
1147,11.627013381490283,1
1148,11.976613367552725,1
1149,12.194600815239049,1
1150,12.347113164964304,1
